Date Administered,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup
2021-07-26T00:00:00,<12 Years,9.005547733,0.005,0.003
2021-07-26T00:00:00,12 - 15 Years,11.92673978,0.371,0.278
2021-07-26T00:00:00,16 - 17 Years,15.10079731,0.483,0.394
2021-07-26T00:00:00,18 - 24 Years,18.50006062,0.524,0.432
2021-07-26T00:00:00,25 - 39 Years,18.89350178,0.566,0.482
2021-07-26T00:00:00,40 - 49 Years,15.1816416,0.662,0.574
2021-07-26T00:00:00,50 - 64 Years,10.7880085,0.758,0.669
2021-07-26T00:00:00,65 - 74 Years,7.31554111,0.914,0.815
2021-07-26T00:00:00,75+ Years,7.430111799,0.871,0.776
2021-07-25T00:00:00,<12 Years,8.66434061,0.005,0.003
2021-07-25T00:00:00,12 - 15 Years,11.59957023,0.37,0.277
2021-07-25T00:00:00,16 - 17 Years,14.74076232,0.481,0.393
2021-07-25T00:00:00,18 - 24 Years,18.01172407,0.523,0.431
2021-07-25T00:00:00,25 - 39 Years,18.32420805,0.565,0.482
2021-07-25T00:00:00,40 - 49 Years,14.7454812,0.661,0.573
2021-07-25T00:00:00,50 - 64 Years,10.53192412,0.757,0.669
2021-07-25T00:00:00,65 - 74 Years,7.035185551,0.914,0.815
2021-07-25T00:00:00,75+ Years,7.019976358,0.871,0.776
2021-07-24T00:00:00,<12 Years,8.177071849,0.005,0.003
2021-07-24T00:00:00,12 - 15 Years,11.06909426,0.366,0.275
2021-07-24T00:00:00,16 - 17 Years,14.11027045,0.479,0.391
2021-07-24T00:00:00,18 - 24 Years,17.25818248,0.521,0.43
2021-07-24T00:00:00,25 - 39 Years,17.5987121,0.563,0.481
2021-07-24T00:00:00,40 - 49 Years,14.08078834,0.659,0.572
2021-07-24T00:00:00,50 - 64 Years,10.04495516,0.756,0.668
2021-07-24T00:00:00,65 - 74 Years,6.692057493,0.913,0.815
2021-07-24T00:00:00,75+ Years,6.680650626,0.87,0.775
2021-07-23T00:00:00,<12 Years,7.722823133,0.005,0.003
2021-07-23T00:00:00,12 - 15 Years,10.51982527,0.362,0.272
2021-07-23T00:00:00,16 - 17 Years,13.41776297,0.476,0.389
2021-07-23T00:00:00,18 - 24 Years,16.51125919,0.519,0.429
2021-07-23T00:00:00,25 - 39 Years,16.82297815,0.562,0.48
2021-07-23T00:00:00,40 - 49 Years,13.41786705,0.658,0.571
2021-07-23T00:00:00,50 - 64 Years,9.560256445,0.755,0.667
2021-07-23T00:00:00,65 - 74 Years,6.317967322,0.912,0.814
2021-07-23T00:00:00,75+ Years,6.324498824,0.869,0.775
2021-07-22T00:00:00,<12 Years,7.169811762,0.005,0.003
2021-07-22T00:00:00,12 - 15 Years,9.971410506,0.36,0.27
2021-07-22T00:00:00,16 - 17 Years,12.55988058,0.474,0.388
2021-07-22T00:00:00,18 - 24 Years,15.63196976,0.518,0.427
2021-07-22T00:00:00,25 - 39 Years,15.95753347,0.561,0.479
2021-07-22T00:00:00,40 - 49 Years,12.68939769,0.656,0.57
2021-07-22T00:00:00,50 - 64 Years,9.064660525,0.753,0.666
2021-07-22T00:00:00,65 - 74 Years,5.934546105,0.911,0.813
2021-07-22T00:00:00,75+ Years,5.980966575,0.869,0.774
2021-07-21T00:00:00,<12 Years,6.73311424,0.005,0.003
2021-07-21T00:00:00,12 - 15 Years,9.469978315,0.356,0.268
2021-07-21T00:00:00,16 - 17 Years,11.78985361,0.471,0.386
2021-07-21T00:00:00,18 - 24 Years,14.8462821,0.516,0.426
2021-07-21T00:00:00,25 - 39 Years,15.21303995,0.559,0.478
2021-07-21T00:00:00,40 - 49 Years,12.06686819,0.655,0.569
2021-07-21T00:00:00,50 - 64 Years,8.574740233,0.752,0.665
2021-07-21T00:00:00,65 - 74 Years,5.618138772,0.911,0.813
2021-07-21T00:00:00,75+ Years,5.657765826,0.868,0.774
2021-07-20T00:00:00,<12 Years,6.289872205,0.005,0.003
2021-07-20T00:00:00,12 - 15 Years,8.969400353,0.354,0.266
2021-07-20T00:00:00,16 - 17 Years,11.25927575,0.469,0.384
2021-07-20T00:00:00,18 - 24 Years,14.10975902,0.515,0.425
2021-07-20T00:00:00,25 - 39 Years,14.46622452,0.558,0.477
2021-07-20T00:00:00,40 - 49 Years,11.39190022,0.654,0.568
2021-07-20T00:00:00,50 - 64 Years,8.185619111,0.751,0.664
2021-07-20T00:00:00,65 - 74 Years,5.364079802,0.91,0.812
2021-07-20T00:00:00,75+ Years,5.3079238,0.868,0.773
2021-07-19T00:00:00,<12 Years,6.058731896,0.005,0.003
2021-07-19T00:00:00,12 - 15 Years,8.650773083,0.352,0.264
2021-07-19T00:00:00,16 - 17 Years,10.8475611,0.468,0.383
2021-07-19T00:00:00,18 - 24 Years,13.58029441,0.514,0.424
2021-07-19T00:00:00,25 - 39 Years,13.84247109,0.558,0.476
2021-07-19T00:00:00,40 - 49 Years,10.95680277,0.653,0.568
2021-07-19T00:00:00,50 - 64 Years,7.904107915,0.751,0.664
2021-07-19T00:00:00,65 - 74 Years,5.140982943,0.91,0.812
2021-07-19T00:00:00,75+ Years,5.195048918,0.868,0.773
2021-07-18T00:00:00,<12 Years,5.338835437,0.005,0.003
2021-07-18T00:00:00,12 - 15 Years,7.646200243,0.349,0.262
2021-07-18T00:00:00,16 - 17 Years,9.50216723,0.466,0.382
2021-07-18T00:00:00,18 - 24 Years,12.02546486,0.513,0.423
2021-07-18T00:00:00,25 - 39 Years,12.49427714,0.557,0.475
2021-07-18T00:00:00,40 - 49 Years,9.789338495,0.652,0.567
2021-07-18T00:00:00,50 - 64 Years,7.05798515,0.75,0.663
2021-07-18T00:00:00,65 - 74 Years,4.64474088,0.909,0.812
2021-07-18T00:00:00,75+ Years,4.837494944,0.868,0.773
2021-07-17T00:00:00,<12 Years,5.097878357,0.005,0.003
2021-07-17T00:00:00,12 - 15 Years,7.251546628,0.347,0.26
2021-07-17T00:00:00,16 - 17 Years,8.987093263,0.464,0.38
2021-07-17T00:00:00,18 - 24 Years,11.4978912,0.512,0.422
2021-07-17T00:00:00,25 - 39 Years,11.99210814,0.556,0.475
2021-07-17T00:00:00,40 - 49 Years,9.324124356,0.651,0.566
2021-07-17T00:00:00,50 - 64 Years,6.749003909,0.749,0.662
2021-07-17T00:00:00,65 - 74 Years,4.431399207,0.909,0.811
2021-07-17T00:00:00,75+ Years,4.60613649,0.867,0.773
2021-07-16T00:00:00,<12 Years,4.83699026,0.005,0.003
2021-07-16T00:00:00,12 - 15 Years,6.87654027,0.344,0.258
2021-07-16T00:00:00,16 - 17 Years,8.573655965,0.462,0.378
2021-07-16T00:00:00,18 - 24 Years,11.00813644,0.51,0.421
2021-07-16T00:00:00,25 - 39 Years,11.50429286,0.555,0.474
2021-07-16T00:00:00,40 - 49 Years,8.94926026,0.65,0.565
2021-07-16T00:00:00,50 - 64 Years,6.471125115,0.748,0.661
2021-07-16T00:00:00,65 - 74 Years,4.200243716,0.908,0.81
2021-07-16T00:00:00,75+ Years,4.401419313,0.867,0.772
2021-07-15T00:00:00,<12 Years,4.65642119,0.005,0.003
2021-07-15T00:00:00,12 - 15 Years,6.520326942,0.342,0.256
2021-07-15T00:00:00,16 - 17 Years,8.258410025,0.46,0.376
2021-07-15T00:00:00,18 - 24 Years,10.6672936,0.509,0.419
2021-07-15T00:00:00,25 - 39 Years,11.14967162,0.554,0.473
2021-07-15T00:00:00,40 - 49 Years,8.686005039,0.649,0.564
2021-07-15T00:00:00,50 - 64 Years,6.261580894,0.748,0.661
2021-07-15T00:00:00,65 - 74 Years,4.086998732,0.907,0.81
2021-07-15T00:00:00,75+ Years,4.271718361,0.866,0.772
2021-07-14T00:00:00,<12 Years,4.556171145,0.005,0.003
2021-07-14T00:00:00,12 - 15 Years,6.36827425,0.339,0.253
2021-07-14T00:00:00,16 - 17 Years,8.191226464,0.458,0.375
2021-07-14T00:00:00,18 - 24 Years,10.52689094,0.507,0.418
2021-07-14T00:00:00,25 - 39 Years,10.93732105,0.553,0.472
2021-07-14T00:00:00,40 - 49 Years,8.602741274,0.648,0.563
2021-07-14T00:00:00,50 - 64 Years,6.253407988,0.747,0.66
2021-07-14T00:00:00,65 - 74 Years,3.997505506,0.907,0.809
2021-07-14T00:00:00,75+ Years,4.248582516,0.866,0.771
2021-07-13T00:00:00,<12 Years,4.335740039,0.004,0.003
2021-07-13T00:00:00,12 - 15 Years,6.059043495,0.337,0.251
2021-07-13T00:00:00,16 - 17 Years,7.748504025,0.456,0.372
2021-07-13T00:00:00,18 - 24 Years,10.07306413,0.506,0.417
2021-07-13T00:00:00,25 - 39 Years,10.38512512,0.552,0.47
2021-07-13T00:00:00,40 - 49 Years,8.253387778,0.647,0.561
2021-07-13T00:00:00,50 - 64 Years,5.959637433,0.746,0.658
2021-07-13T00:00:00,65 - 74 Years,3.755322413,0.906,0.808
2021-07-13T00:00:00,75+ Years,4.081723995,0.865,0.769
2021-07-12T00:00:00,<12 Years,3.895175305,0.004,0.003
2021-07-12T00:00:00,12 - 15 Years,5.443144671,0.335,0.249
2021-07-12T00:00:00,16 - 17 Years,7.050828584,0.455,0.371
2021-07-12T00:00:00,18 - 24 Years,9.163992311,0.505,0.416
2021-07-12T00:00:00,25 - 39 Years,9.479152297,0.551,0.47
2021-07-12T00:00:00,40 - 49 Years,7.49692762,0.647,0.561
2021-07-12T00:00:00,50 - 64 Years,5.401609594,0.745,0.658
2021-07-12T00:00:00,65 - 74 Years,3.390987429,0.906,0.807
2021-07-12T00:00:00,75+ Years,3.657566829,0.865,0.769
2021-07-11T00:00:00,<12 Years,3.847281367,0.004,0.003
2021-07-11T00:00:00,12 - 15 Years,5.479022272,0.333,0.247
2021-07-11T00:00:00,16 - 17 Years,7.111121524,0.454,0.37
2021-07-11T00:00:00,18 - 24 Years,9.18810186,0.504,0.415
2021-07-11T00:00:00,25 - 39 Years,9.289176634,0.55,0.469
2021-07-11T00:00:00,40 - 49 Years,7.454409953,0.646,0.56
2021-07-11T00:00:00,50 - 64 Years,5.460636135,0.745,0.657
2021-07-11T00:00:00,65 - 74 Years,3.423221956,0.905,0.807
2021-07-11T00:00:00,75+ Years,3.585354948,0.865,0.769
2021-07-10T00:00:00,<12 Years,3.676231589,0.004,0.003
2021-07-10T00:00:00,12 - 15 Years,5.269736264,0.331,0.245
2021-07-10T00:00:00,16 - 17 Years,6.857891179,0.452,0.368
2021-07-10T00:00:00,18 - 24 Years,8.799985394,0.503,0.413
2021-07-10T00:00:00,25 - 39 Years,8.856243208,0.549,0.468
2021-07-10T00:00:00,40 - 49 Years,7.167770015,0.645,0.559
2021-07-10T00:00:00,50 - 64 Years,5.255632417,0.744,0.656
2021-07-10T00:00:00,65 - 74 Years,3.321852851,0.905,0.806
2021-07-10T00:00:00,75+ Years,3.520855016,0.864,0.768
2021-07-09T00:00:00,<12 Years,3.518568315,0.004,0.003
2021-07-09T00:00:00,12 - 15 Years,5.11341243,0.329,0.242
2021-07-09T00:00:00,16 - 17 Years,6.620164732,0.45,0.366
2021-07-09T00:00:00,18 - 24 Years,8.536198564,0.501,0.412
2021-07-09T00:00:00,25 - 39 Years,8.537928432,0.548,0.467
2021-07-09T00:00:00,40 - 49 Years,6.939237556,0.644,0.558
2021-07-09T00:00:00,50 - 64 Years,5.132357756,0.743,0.655
2021-07-09T00:00:00,65 - 74 Years,3.253990689,0.904,0.806
2021-07-09T00:00:00,75+ Years,3.485099618,0.864,0.768
2021-07-08T00:00:00,<12 Years,3.24756597,0.004,0.003
2021-07-08T00:00:00,12 - 15 Years,4.801618989,0.327,0.239
2021-07-08T00:00:00,16 - 17 Years,6.170551671,0.449,0.364
2021-07-08T00:00:00,18 - 24 Years,7.918332278,0.5,0.41
2021-07-08T00:00:00,25 - 39 Years,7.892855516,0.547,0.465
2021-07-08T00:00:00,40 - 49 Years,6.478629497,0.643,0.557
2021-07-08T00:00:00,50 - 64 Years,4.798630773,0.742,0.654
2021-07-08T00:00:00,65 - 74 Years,3.024107613,0.903,0.805
2021-07-08T00:00:00,75+ Years,3.235512923,0.863,0.767
2021-07-07T00:00:00,<12 Years,2.960797298,0.004,0.003
2021-07-07T00:00:00,12 - 15 Years,4.481283262,0.324,0.236
2021-07-07T00:00:00,16 - 17 Years,5.686485501,0.447,0.361
2021-07-07T00:00:00,18 - 24 Years,7.191736653,0.498,0.409
2021-07-07T00:00:00,25 - 39 Years,7.209998553,0.546,0.464
2021-07-07T00:00:00,40 - 49 Years,5.90428668,0.642,0.555
2021-07-07T00:00:00,50 - 64 Years,4.381131507,0.741,0.653
2021-07-07T00:00:00,65 - 74 Years,2.775986582,0.903,0.804
2021-07-07T00:00:00,75+ Years,2.913714346,0.863,0.767
2021-07-06T00:00:00,<12 Years,2.787070218,0.004,0.003
2021-07-06T00:00:00,12 - 15 Years,4.274559939,0.323,0.234
2021-07-06T00:00:00,16 - 17 Years,5.414305947,0.446,0.36
2021-07-06T00:00:00,18 - 24 Years,6.689218014,0.497,0.407
2021-07-06T00:00:00,25 - 39 Years,6.773476697,0.545,0.463
2021-07-06T00:00:00,40 - 49 Years,5.55457887,0.641,0.554
2021-07-06T00:00:00,50 - 64 Years,4.166819757,0.741,0.652
2021-07-06T00:00:00,65 - 74 Years,2.655955382,0.902,0.803
2021-07-06T00:00:00,75+ Years,2.762980808,0.862,0.766
2021-07-05T00:00:00,<12 Years,2.634464068,0.004,0.003
2021-07-05T00:00:00,12 - 15 Years,4.080650046,0.322,0.234
2021-07-05T00:00:00,16 - 17 Years,5.087001419,0.445,0.359
2021-07-05T00:00:00,18 - 24 Years,6.331356669,0.497,0.407
2021-07-05T00:00:00,25 - 39 Years,6.312891258,0.545,0.463
2021-07-05T00:00:00,40 - 49 Years,5.240656762,0.64,0.554
2021-07-05T00:00:00,50 - 64 Years,3.978161851,0.74,0.652
2021-07-05T00:00:00,65 - 74 Years,2.534227628,0.902,0.803
2021-07-05T00:00:00,75+ Years,2.676747202,0.862,0.766
2021-07-04T00:00:00,<12 Years,2.706751192,0.004,0.003
2021-07-04T00:00:00,12 - 15 Years,4.166927135,0.321,0.232
2021-07-04T00:00:00,16 - 17 Years,5.119731872,0.444,0.358
2021-07-04T00:00:00,18 - 24 Years,6.45615904,0.496,0.406
2021-07-04T00:00:00,25 - 39 Years,6.317957276,0.544,0.462
2021-07-04T00:00:00,40 - 49 Years,5.296992671,0.64,0.553
2021-07-04T00:00:00,50 - 64 Years,3.971578121,0.74,0.651
2021-07-04T00:00:00,65 - 74 Years,2.521927611,0.902,0.803
2021-07-04T00:00:00,75+ Years,2.78120905,0.862,0.766
2021-07-03T00:00:00,<12 Years,2.67611097,0.004,0.003
2021-07-03T00:00:00,12 - 15 Years,4.119090333,0.318,0.229
2021-07-03T00:00:00,16 - 17 Years,5.02670848,0.442,0.356
2021-07-03T00:00:00,18 - 24 Years,6.330411196,0.495,0.405
2021-07-03T00:00:00,25 - 39 Years,6.161966149,0.543,0.461
2021-07-03T00:00:00,40 - 49 Years,5.219397929,0.639,0.552
2021-07-03T00:00:00,50 - 64 Years,3.898703045,0.739,0.65
2021-07-03T00:00:00,65 - 74 Years,2.434555077,0.901,0.802
2021-07-03T00:00:00,75+ Years,2.693573272,0.861,0.765
2021-07-02T00:00:00,<12 Years,2.606798625,0.004,0.003
2021-07-02T00:00:00,12 - 15 Years,3.967037642,0.315,0.225
2021-07-02T00:00:00,16 - 17 Years,4.807931243,0.44,0.352
2021-07-02T00:00:00,18 - 24 Years,6.1153162,0.493,0.401
2021-07-02T00:00:00,25 - 39 Years,5.929562589,0.541,0.458
2021-07-02T00:00:00,40 - 49 Years,5.004683711,0.637,0.549
2021-07-02T00:00:00,50 - 64 Years,3.754088019,0.737,0.648
2021-07-02T00:00:00,65 - 74 Years,2.357361867,0.9,0.8
2021-07-02T00:00:00,75+ Years,2.577192958,0.86,0.764
2021-07-01T00:00:00,<12 Years,2.487509997,0.004,0.003
2021-07-01T00:00:00,12 - 15 Years,3.795337692,0.313,0.221
2021-07-01T00:00:00,16 - 17 Years,4.656337567,0.438,0.35
2021-07-01T00:00:00,18 - 24 Years,5.945603884,0.491,0.4
2021-07-01T00:00:00,25 - 39 Years,5.698425533,0.54,0.457
2021-07-01T00:00:00,40 - 49 Years,4.808393815,0.636,0.548
2021-07-01T00:00:00,50 - 64 Years,3.574057069,0.736,0.647
2021-07-01T00:00:00,65 - 74 Years,2.256841039,0.899,0.8
2021-07-01T00:00:00,75+ Years,2.507084336,0.86,0.763
2021-06-30T00:00:00,<12 Years,2.431584157,0.004,0.003
2021-06-30T00:00:00,12 - 15 Years,3.636451171,0.309,0.215
2021-06-30T00:00:00,16 - 17 Years,4.496130614,0.435,0.346
2021-06-30T00:00:00,18 - 24 Years,5.746581921,0.488,0.395
2021-06-30T00:00:00,25 - 39 Years,5.49494049,0.538,0.454
2021-06-30T00:00:00,40 - 49 Years,4.627339417,0.634,0.545
2021-06-30T00:00:00,50 - 64 Years,3.471668722,0.734,0.643
2021-06-30T00:00:00,65 - 74 Years,2.190251292,0.897,0.796
2021-06-30T00:00:00,75+ Years,2.478339801,0.857,0.76
2021-06-29T00:00:00,<12 Years,2.381310396,0.004,0.003
2021-06-29T00:00:00,12 - 15 Years,3.551028311,0.304,0.211
2021-06-29T00:00:00,16 - 17 Years,4.453064229,0.431,0.342
2021-06-29T00:00:00,18 - 24 Years,5.624143231,0.485,0.393
2021-06-29T00:00:00,25 - 39 Years,5.325017814,0.536,0.451
2021-06-29T00:00:00,40 - 49 Years,4.511124461,0.631,0.542
2021-06-29T00:00:00,50 - 64 Years,3.394026118,0.732,0.641
2021-06-29T00:00:00,65 - 74 Years,2.169892644,0.895,0.795
2021-06-29T00:00:00,75+ Years,2.474133284,0.855,0.758
2021-06-28T00:00:00,<12 Years,2.317352652,0.004,0.003
2021-06-28T00:00:00,12 - 15 Years,3.480127337,0.302,0.207
2021-06-28T00:00:00,16 - 17 Years,4.377267391,0.429,0.34
2021-06-28T00:00:00,18 - 24 Years,5.439776091,0.484,0.391
2021-06-28T00:00:00,25 - 39 Years,5.177892218,0.534,0.45
2021-06-28T00:00:00,40 - 49 Years,4.454434238,0.63,0.54
2021-06-28T00:00:00,50 - 64 Years,3.353388615,0.731,0.639
2021-06-28T00:00:00,65 - 74 Years,2.177951276,0.894,0.794
2021-06-28T00:00:00,75+ Years,2.408932265,0.854,0.757
2021-06-27T00:00:00,<12 Years,2.146005396,0.004,0.002
2021-06-27T00:00:00,12 - 15 Years,3.169188125,0.3,0.203
2021-06-27T00:00:00,16 - 17 Years,4.115423769,0.427,0.335
2021-06-27T00:00:00,18 - 24 Years,5.60523378,0.482,0.388
2021-06-27T00:00:00,25 - 39 Years,4.814827619,0.533,0.447
2021-06-27T00:00:00,40 - 49 Years,4.150078606,0.628,0.537
2021-06-27T00:00:00,50 - 64 Years,3.223530224,0.729,0.637
2021-06-27T00:00:00,65 - 74 Years,2.126206377,0.894,0.793
2021-06-27T00:00:00,75+ Years,2.256796554,0.854,0.756
2021-06-26T00:00:00,<12 Years,2.08383252,0.004,0.002
2021-06-26T00:00:00,12 - 15 Years,3.064972235,0.297,0.199
2021-06-26T00:00:00,16 - 17 Years,4.07752535,0.425,0.331
2021-06-26T00:00:00,18 - 24 Years,5.533850606,0.48,0.384
2021-06-26T00:00:00,25 - 39 Years,4.749180473,0.532,0.443
2021-06-26T00:00:00,40 - 49 Years,4.0912625,0.627,0.534
2021-06-26T00:00:00,50 - 64 Years,3.215584344,0.728,0.634
2021-06-26T00:00:00,65 - 74 Years,2.128751208,0.893,0.791
2021-06-26T00:00:00,75+ Years,2.237867226,0.853,0.755
2021-06-25T00:00:00,<12 Years,2.11744752,0.004,0.002
2021-06-25T00:00:00,12 - 15 Years,3.130747837,0.294,0.194
2021-06-25T00:00:00,16 - 17 Years,4.155044844,0.423,0.328
2021-06-25T00:00:00,18 - 24 Years,5.61657945,0.479,0.382
2021-06-25T00:00:00,25 - 39 Years,4.779998748,0.53,0.441
2021-06-25T00:00:00,40 - 49 Years,4.149369978,0.626,0.532
2021-06-25T00:00:00,50 - 64 Years,3.249411092,0.727,0.632
2021-06-25T00:00:00,65 - 74 Years,2.1308719,0.892,0.79
2021-06-25T00:00:00,75+ Years,2.324100832,0.852,0.754
2021-06-24T00:00:00,<12 Years,2.150467564,0.004,0.002
2021-06-24T00:00:00,12 - 15 Years,3.182855782,0.292,0.189
2021-06-24T00:00:00,16 - 17 Years,4.280798689,0.421,0.326
2021-06-24T00:00:00,18 - 24 Years,5.81607415,0.478,0.38
2021-06-24T00:00:00,25 - 39 Years,4.960686711,0.53,0.44
2021-06-24T00:00:00,40 - 49 Years,4.312354368,0.625,0.531
2021-06-24T00:00:00,50 - 64 Years,3.414231357,0.727,0.631
2021-06-24T00:00:00,65 - 74 Years,2.20509614,0.892,0.79
2021-06-24T00:00:00,75+ Years,2.469926766,0.853,0.754
2021-06-23T00:00:00,<12 Years,2.077882962,0.004,0.002
2021-06-23T00:00:00,12 - 15 Years,3.132456295,0.288,0.185
2021-06-23T00:00:00,16 - 17 Years,4.153322188,0.419,0.323
2021-06-23T00:00:00,18 - 24 Years,5.777782514,0.476,0.378
2021-06-23T00:00:00,25 - 39 Years,4.850922995,0.528,0.439
2021-06-23T00:00:00,40 - 49 Years,4.272316898,0.624,0.529
2021-06-23T00:00:00,50 - 64 Years,3.38312891,0.726,0.63
2021-06-23T00:00:00,65 - 74 Years,2.238178945,0.891,0.789
2021-06-23T00:00:00,75+ Years,2.467823508,0.852,0.753
2021-06-22T00:00:00,<12 Years,2.061521679,0.004,0.002
2021-06-22T00:00:00,12 - 15 Years,3.076077207,0.286,0.182
2021-06-22T00:00:00,16 - 17 Years,4.049962864,0.417,0.322
2021-06-22T00:00:00,18 - 24 Years,5.81985604,0.475,0.377
2021-06-22T00:00:00,25 - 39 Years,4.855777928,0.527,0.437
2021-06-22T00:00:00,40 - 49 Years,4.338219282,0.623,0.528
2021-06-22T00:00:00,50 - 64 Years,3.461679615,0.725,0.629
2021-06-22T00:00:00,65 - 74 Years,2.306041107,0.891,0.788
2021-06-22T00:00:00,75+ Years,2.587008166,0.852,0.752
2021-06-21T00:00:00,<12 Years,2.070743493,0.004,0.002
2021-06-21T00:00:00,12 - 15 Years,3.094016007,0.283,0.178
2021-06-21T00:00:00,16 - 17 Years,4.062021452,0.415,0.319
2021-06-21T00:00:00,18 - 24 Years,5.89691205,0.473,0.375
2021-06-21T00:00:00,25 - 39 Years,4.868865141,0.526,0.436
2021-06-21T00:00:00,40 - 49 Years,4.344596932,0.622,0.527
2021-06-21T00:00:00,50 - 64 Years,3.506630597,0.724,0.628
2021-06-21T00:00:00,65 - 74 Years,2.302647999,0.89,0.787
2021-06-21T00:00:00,75+ Years,2.631877684,0.851,0.752
2021-06-20T00:00:00,<12 Years,1.947587653,0.004,0.002
2021-06-20T00:00:00,12 - 15 Years,2.885584228,0.281,0.174
2021-06-20T00:00:00,16 - 17 Years,3.796732519,0.414,0.317
2021-06-20T00:00:00,18 - 24 Years,5.332937697,0.472,0.373
2021-06-20T00:00:00,25 - 39 Years,4.699364633,0.525,0.435
2021-06-20T00:00:00,40 - 49 Years,4.176297834,0.621,0.525
2021-06-20T00:00:00,50 - 64 Years,3.39629637,0.723,0.627
2021-06-20T00:00:00,65 - 74 Years,2.275503134,0.89,0.787
2021-06-20T00:00:00,75+ Years,2.745453652,0.851,0.752
2021-06-19T00:00:00,<12 Years,1.955917033,0.004,0.002
2021-06-19T00:00:00,12 - 15 Years,2.887292685,0.278,0.168
2021-06-19T00:00:00,16 - 17 Years,3.755388789,0.412,0.314
2021-06-19T00:00:00,18 - 24 Years,5.321119291,0.471,0.371
2021-06-19T00:00:00,25 - 39 Years,4.677622974,0.524,0.433
2021-06-19T00:00:00,40 - 49 Years,4.134134481,0.62,0.524
2021-06-19T00:00:00,50 - 64 Years,3.380404609,0.722,0.625
2021-06-19T00:00:00,65 - 74 Years,2.264051394,0.889,0.786
2021-06-19T00:00:00,75+ Years,2.755268859,0.851,0.751
2021-06-18T00:00:00,<12 Years,1.87797783,0.004,0.002
2021-06-18T00:00:00,12 - 15 Years,2.765992223,0.274,0.16
2021-06-18T00:00:00,16 - 17 Years,3.619299012,0.409,0.311
2021-06-18T00:00:00,18 - 24 Years,5.161807173,0.468,0.368
2021-06-18T00:00:00,25 - 39 Years,4.552450121,0.522,0.431
2021-06-18T00:00:00,40 - 49 Years,4.01295913,0.618,0.521
2021-06-18T00:00:00,50 - 64 Years,3.300037703,0.721,0.623
2021-06-18T00:00:00,65 - 74 Years,2.225878928,0.889,0.785
2021-06-18T00:00:00,75+ Years,2.661323305,0.85,0.75
2021-06-17T00:00:00,<12 Years,1.845850219,0.004,0.002
2021-06-17T00:00:00,12 - 15 Years,2.701070849,0.27,0.152
2021-06-17T00:00:00,16 - 17 Years,3.46253737,0.407,0.307
2021-06-17T00:00:00,18 - 24 Years,4.984058341,0.467,0.366
2021-06-17T00:00:00,25 - 39 Years,4.364796383,0.521,0.428
2021-06-17T00:00:00,40 - 49 Years,3.831904731,0.617,0.519
2021-06-17T00:00:00,50 - 64 Years,3.169044186,0.72,0.621
2021-06-17T00:00:00,65 - 74 Years,2.160561596,0.888,0.784
2021-06-17T00:00:00,75+ Years,2.539334302,0.849,0.749
2021-06-16T00:00:00,<12 Years,1.86667367,0.003,0.002
2021-06-16T00:00:00,12 - 15 Years,2.733531536,0.263,0.137
2021-06-16T00:00:00,16 - 17 Years,3.52627562,0.402,0.299
2021-06-16T00:00:00,18 - 24 Years,4.986894758,0.463,0.36
2021-06-16T00:00:00,25 - 39 Years,4.442475321,0.518,0.424
2021-06-16T00:00:00,40 - 49 Years,3.872296515,0.614,0.515
2021-06-16T00:00:00,50 - 64 Years,3.187887274,0.717,0.617
2021-06-16T00:00:00,65 - 74 Years,2.132144316,0.886,0.781
2021-06-16T00:00:00,75+ Years,2.509187595,0.848,0.747
2021-06-15T00:00:00,<12 Years,2.061224201,0.003,0.001
2021-06-15T00:00:00,12 - 15 Years,3.029094633,0.26,0.128
2021-06-15T00:00:00,16 - 17 Years,3.862193424,0.4,0.296
2021-06-15T00:00:00,18 - 24 Years,5.295591533,0.461,0.358
2021-06-15T00:00:00,25 - 39 Years,4.787808858,0.517,0.422
2021-06-15T00:00:00,40 - 49 Years,4.108978194,0.613,0.512
2021-06-15T00:00:00,50 - 64 Years,3.348848112,0.717,0.616
2021-06-15T00:00:00,65 - 74 Years,2.178799553,0.886,0.78
2021-06-15T00:00:00,75+ Years,2.609442925,0.848,0.747
2021-06-14T00:00:00,<12 Years,2.381607873,0.003,0.001
2021-06-14T00:00:00,12 - 15 Years,3.523692996,0.256,0.114
2021-06-14T00:00:00,16 - 17 Years,4.353150216,0.398,0.291
2021-06-14T00:00:00,18 - 24 Years,5.769273261,0.46,0.355
2021-06-14T00:00:00,25 - 39 Years,5.425704915,0.515,0.419
2021-06-14T00:00:00,40 - 49 Years,4.693241801,0.611,0.51
2021-06-14T00:00:00,50 - 64 Years,3.806530831,0.715,0.614
2021-06-14T00:00:00,65 - 74 Years,2.411651597,0.885,0.779
2021-06-14T00:00:00,75+ Years,2.900393708,0.847,0.746
2021-06-13T00:00:00,<12 Years,2.316460219,0.003,0.001
2021-06-13T00:00:00,12 - 15 Years,3.485252708,0.252,0.105
2021-06-13T00:00:00,16 - 17 Years,4.292857276,0.396,0.287
2021-06-13T00:00:00,18 - 24 Years,5.208608062,0.458,0.351
2021-06-13T00:00:00,25 - 39 Years,5.179369807,0.514,0.416
2021-06-13T00:00:00,40 - 49 Years,4.485259547,0.61,0.506
2021-06-13T00:00:00,50 - 64 Years,3.598121736,0.714,0.61
